Whisky Name,Link,Tags,Nose Score,Nose Comment,Taste Score,Taste Comment,Finish Score,Finish Comment,document_text
Laphroaig1970 RWD,https://www.whiskybase.com/whiskies/whisky/10733/laphroaig-1970-rwd,,97.0,"Tropical fruits, pineapple, mango, and most of all pure passion fruit juice, citrus fruits, orange zest, lime, some austere notes, honeydew, waxes, spices, little herbs, minerals, hints of bitter almonds, marzipan, fine peat and smoke - superb!",97.0,"Punchy, oily, fruity, good sweetness, tons of tropical fruits, hints of honey and tobacco, minerals, waxes, citrus fruits, hints of bitter oranges, herbs, little peat and smoke - excellent!",96.0,"Long, warm, fruity, austere, little herbal, smoky, little more punchy, still good sweetness, even little sirupy - great!","위스키 이름: Laphroaig1970 RWD

향(Nose) [점수: 97.0]: Tropical fruits, pineapple, mango, and most of all pure passion fruit juice, citrus fruits, orange zest, lime, some austere notes, honeydew, waxes, spices, little herbs, minerals, hints of bitter almonds, marzipan, fine peat and smoke - superb!

맛(Taste) [점수: 97.0]: Punchy, oily, fruity, good sweetness, tons of tropical fruits, hints of honey and tobacco, minerals, waxes, citrus fruits, hints of bitter oranges, herbs, little peat and smoke - excellent!

피니쉬(Finish) [점수: 96.0]: Long, warm, fruity, austere, little herbal, smoky, little more punchy, still good sweetness, even little sirupy - great!"
Ardbeg1976,https://www.whiskybase.com/whiskies/whisky/1292/ardbeg-1976,Fragant,92.0,"Decent nose, rich sherry that is masking the peat, stewed dark fruits, plus a touch of Christmas spice\nSmells really rich like some of the best and darkest Christmas cakes.",93.0,"Creamy & peaty, dark rich plums, black currants, something slightly meaty, with some ginger and a pepper note.\nA few drops of water makes it a little smoother and releases more dark fruit and more peat/pepper\nGood balance on show here",92.0,Quite long and sweet,"위스키 이름: Ardbeg1976
태그: Fragant

향(Nose) [점수: 92.0]: Decent nose, rich sherry that is masking the peat, stewed dark fruits, plus a touch of Christmas spice\nSmells really rich like some of the best and darkest Christmas cakes.

맛(Taste) [점수: 93.0]: Creamy & peaty, dark rich plums, black currants, something slightly meaty, with some ginger and a pepper note.\nA few drops of water makes it a little smoother and releases more dark fruit and more peat/pepper\nGood balance on show here

피니쉬(Finish) [점수: 92.0]: Quite long and sweet"
Glenrothes1966,https://www.whiskybase.com/whiskies/whisky/806/glenrothes-1966,,94.0,"Similar in the medicinal notes I found in the 1972 40 year MoS bottle but not as pronounced.\nA basket of various stewed dark fruits, rich mulled wine, Christmas spice and that medicinal note.\nVery rich and very nice.",91.0,"Neat this is too bitter for me, there are plenty of black/red fruits that have been stewed for an eternity but the wood has left a an imprint.\nBetter with 5 minutes of breathing, the wood is not as prominent.\nHopefully water will ease things up a little?\nYes water has improved this and there is no denying the rich fruity quality on offer,.",91.0,"A little peat comes out on the tail, finish is warming and good length.","위스키 이름: Glenrothes1966

향(Nose) [점수: 94.0]: Similar in the medicinal notes I found in the 1972 40 year MoS bottle but not as pronounced.\nA basket of various stewed dark fruits, rich mulled wine, Christmas spice and that medicinal note.\nVery rich and very nice.

맛(Taste) [점수: 91.0]: Neat this is too bitter for me, there are plenty of black/red fruits that have been stewed for an eternity but the wood has left a an imprint.\nBetter with 5 minutes of breathing, the wood is not as prominent.\nHopefully water will ease things up a little?\nYes water has improved this and there is no denying the rich fruity quality on offer,.

피니쉬(Finish) [점수: 91.0]: A little peat comes out on the tail, finish is warming and good length."
Springbank1965 MI,https://www.whiskybase.com/whiskies/whisky/8770/springbank-1965-mi,,,"Intriguing old and dusty nose with notes of old furniture and pollen mixed with oranges and tangerines. Followed by gingerbread, cinnamon pastry and caramelized apples. After a while more classic sherry notes of Christmas cake, raisins, honey, and maple syrup. Very nice!",,"The sherry sweetness continues with stewed fruits, figs and plums. Some resinous notes. Hints of walnuts and roasted chestnuts. Liquorice and ginger. Peel zest and hints of lemon later on. Dark chocolate in the background. Quite firm and thick.",,Long and drying with black pepper and a little nutmeg. Soft pine at the end.,"위스키 이름: Springbank1965 MI

향(Nose): Intriguing old and dusty nose with notes of old furniture and pollen mixed with oranges and tangerines. Followed by gingerbread, cinnamon pastry and caramelized apples. After a while more classic sherry notes of Christmas cake, raisins, honey, and maple syrup. Very nice!

맛(Taste): The sherry sweetness continues with stewed fruits, figs and plums. Some resinous notes. Hints of walnuts and roasted chestnuts. Liquorice and ginger. Peel zest and hints of lemon later on. Dark chocolate in the background. Quite firm and thick.

피니쉬(Finish): Long and drying with black pepper and a little nutmeg. Soft pine at the end."
Macallan1955,https://www.whiskybase.com/whiskies/whisky/9422/macallan-1955,"Coal-gas,Dried Fruit,Rubbery,Sherried,Tobacco",,"Rather fresh sherry, clear hints of rubber, tea, then little citrus fruits, whiffs of smoke - that rubber is gone after a minute - now also notes of oak wood, spices, tobacco - great!",,"Punchy, very clean, black tea, rather dry, sherry wood, spices, thyme, pepper, many different tobaccos, hints of dried fruits - superb!",,Some subtle sweetness in the aftertaste but really reluctant - it's more like having a tea with just one sugar cube instead of two,"위스키 이름: Macallan1955
태그: Coal-gas,Dried Fruit,Rubbery,Sherried,Tobacco

향(Nose): Rather fresh sherry, clear hints of rubber, tea, then little citrus fruits, whiffs of smoke - that rubber is gone after a minute - now also notes of oak wood, spices, tobacco - great!

맛(Taste): Punchy, very clean, black tea, rather dry, sherry wood, spices, thyme, pepper, many different tobaccos, hints of dried fruits - superb!

피니쉬(Finish): Some subtle sweetness in the aftertaste but really reluctant - it's more like having a tea with just one sugar cube instead of two"
Springbank1962,https://www.whiskybase.com/whiskies/whisky/14330/springbank-1962,"Chocolate,Dried Fruit,Sherried,Tobacco,Citric,Honey,Leathery,Malt Extract,New Wood,Nutty,Oily,Old Wood,Smokey,Toasted",96.0,"What a nose! Say it's reduced to 46%!\nAn impressive balance. At no time is it heavy or stuffy.\nWe are definitely on the big sherry, with chocolate, cocoa, coffee, liquorice, almost chocolate fondant. It is greedy.\nWe also have a nice dose of black fruits. Plums, blackberries, dates, figs mainly.\nWe have precious wood, a little wax, dusty old furniture.\nEverything balances out perfectly.",95.0,"In the mouth we continue in the momentum of the nose. It's a little more dense and imposing. Once again the reduction is impressive.\nDate, figs, caramel, toffee, noble wood, old furniture.\nAlways a lot of dark chocolate.\nWe passed each other in an old automobile warehouse, with its aromas of gasoline and macadamia.\nAbsolutely no astringency.",95.0,"Long finish on cocoa powder, dark chocolate fondant, plum, barbecue, leather, tobacco, noble wood.","위스키 이름: Springbank1962
태그: Chocolate,Dried Fruit,Sherried,Tobacco,Citric,Honey,Leathery,Malt Extract,New Wood,Nutty,Oily,Old Wood,Smokey,Toasted

향(Nose) [점수: 96.0]: What a nose! Say it's reduced to 46%!\nAn impressive balance. At no time is it heavy or stuffy.\nWe are definitely on the big sherry, with chocolate, cocoa, coffee, liquorice, almost chocolate fondant. It is greedy.\nWe also have a nice dose of black fruits. Plums, blackberries, dates, figs mainly.\nWe have precious wood, a little wax, dusty old furniture.\nEverything balances out perfectly.

맛(Taste) [점수: 95.0]: In the mouth we continue in the momentum of the nose. It's a little more dense and imposing. Once again the reduction is impressive.\nDate, figs, caramel, toffee, noble wood, old furniture.\nAlways a lot of dark chocolate.\nWe passed each other in an old automobile warehouse, with its aromas of gasoline and macadamia.\nAbsolutely no astringency.

피니쉬(Finish) [점수: 95.0]: Long finish on cocoa powder, dark chocolate fondant, plum, barbecue, leather, tobacco, noble wood."
Largiemeanoch1967,https://www.whiskybase.com/whiskies/whisky/31663/largiemeanoch-1967,,,Sensational nose. Tropic salad!! Sherry. Earthly. Strawberry. Smoke. Liquerice. Sweet spice. Getting more peachy and apricot jam with time.,,Wow. All the above! Lovely and oily texture,,"Very long. Cinnamon,. Slightly bitter. Fruity. Liqurice. Jam.","위스키 이름: Largiemeanoch1967

향(Nose): Sensational nose. Tropic salad!! Sherry. Earthly. Strawberry. Smoke. Liquerice. Sweet spice. Getting more peachy and apricot jam with time.

맛(Taste): Wow. All the above! Lovely and oily texture

피니쉬(Finish): Very long. Cinnamon,. Slightly bitter. Fruity. Liqurice. Jam."
Ord1962 RWD,https://www.whiskybase.com/whiskies/whisky/12055/ord-1962-rwd,Cooked Vegetable,,"Wow, the nose already starts spectacular with beeswax, polished furniture and candied apples. Followed by marzipan and Turkish Delight. Gingerbread as well. Touch of fresh cedar wood. Whiff of roasted chestnuts in the background.",,"Now full mouthcoating vanilla and honey mixed with caramel and butterscotch. Toffee intermingled with cherries and strawberries later on. Also some stewed fruit of figs and dates. Spices of cinnamon, caraway and tabasco. Aniseed. Exellent!",,"Very long, with white pepper and a little nutmeg. Coffee and dark chocolate at the end. Needless to say this whisky is complex and well balanced.","위스키 이름: Ord1962 RWD
태그: Cooked Vegetable

향(Nose): Wow, the nose already starts spectacular with beeswax, polished furniture and candied apples. Followed by marzipan and Turkish Delight. Gingerbread as well. Touch of fresh cedar wood. Whiff of roasted chestnuts in the background.

맛(Taste): Now full mouthcoating vanilla and honey mixed with caramel and butterscotch. Toffee intermingled with cherries and strawberries later on. Also some stewed fruit of figs and dates. Spices of cinnamon, caraway and tabasco. Aniseed. Exellent!

피니쉬(Finish): Very long, with white pepper and a little nutmeg. Coffee and dark chocolate at the end. Needless to say this whisky is complex and well balanced."
Glenfarclas1960,https://www.whiskybase.com/whiskies/whisky/390/glenfarclas-1960,"Chocolate,Dried Fruit,Fresh Fruit,Husky,Leathery,Mossy,Old Wood,Sherried,Tobacco",,"Intense rich sherry; red fruits, black coffee, old leather, some smoke and nice spices; very round, deep and sweet. And many other nice aromas. Perfect!",,"Thick, dense, creamy, juicy and very concentrated mouthfeel; big and intense sherry, in line with the nose; very rich and sweet, red fruits, dark chocolate. Sweet molasses. The best old cognacs. Very nice spices dance across the tongue, back and forth. The juicy delivery remains and keeps the oak under control without denying it (would be a shame for a 47 year old..). Very complex. A whisky to chew - not just to drink. Perfect!",,"Extremely long with juicy barley and the nice spiciness. The tiniest bitter note come through, but more as an asset. Never drying. Perfectly balanced. Just superb.","위스키 이름: Glenfarclas1960
태그: Chocolate,Dried Fruit,Fresh Fruit,Husky,Leathery,Mossy,Old Wood,Sherried,Tobacco

향(Nose): Intense rich sherry; red fruits, black coffee, old leather, some smoke and nice spices; very round, deep and sweet. And many other nice aromas. Perfect!

맛(Taste): Thick, dense, creamy, juicy and very concentrated mouthfeel; big and intense sherry, in line with the nose; very rich and sweet, red fruits, dark chocolate. Sweet molasses. The best old cognacs. Very nice spices dance across the tongue, back and forth. The juicy delivery remains and keeps the oak under control without denying it (would be a shame for a 47 year old..). Very complex. A whisky to chew - not just to drink. Perfect!

피니쉬(Finish): Extremely long with juicy barley and the nice spiciness. The tiniest bitter note come through, but more as an asset. Never drying. Perfectly balanced. Just superb."
Brora1972 DL,https://www.whiskybase.com/whiskies/whisky/6134/brora-1972-dl,,,"Intense! Soil, mineral, old furniture, oily, creamy, barbecue sauce, cigarrette, wine cellar, of course peat, dried fruits. Simply Spectacular, so much happening in here. A very complex dram only for ""the truly experienced"".",,"Stunninly overwhelming... strikes you speechless for a few seconds...then strikes again. First the fruity liquor, then a delightful peated sherry! candied fruits, citric fruits, fresh but serious herbal extracts that firms down the thick malt, pepper, cardamom, cashew nuts, etc SPECTACULAR DRAM but hard to habdle because of the too many flavours amnd feeling going on in the glass.",,"the powerful punch of the spirit last for some seconds leaving a gap for the peated and fruity (candied, dried and citrics) sherry, that enters along the tongue like a parade's orchestra. Able to differentitate the instruments in the orchestra but forcing you to forget the flavours and feel the final result of the mix. DIVINE, that's it.","위스키 이름: Brora1972 DL

향(Nose): Intense! Soil, mineral, old furniture, oily, creamy, barbecue sauce, cigarrette, wine cellar, of course peat, dried fruits. Simply Spectacular, so much happening in here. A very complex dram only for ""the truly experienced"".

맛(Taste): Stunninly overwhelming... strikes you speechless for a few seconds...then strikes again. First the fruity liquor, then a delightful peated sherry! candied fruits, citric fruits, fresh but serious herbal extracts that firms down the thick malt, pepper, cardamom, cashew nuts, etc SPECTACULAR DRAM but hard to habdle because of the too many flavours amnd feeling going on in the glass.

피니쉬(Finish): the powerful punch of the spirit last for some seconds leaving a gap for the peated and fruity (candied, dried and citrics) sherry, that enters along the tongue like a parade's orchestra. Able to differentitate the instruments in the orchestra but forcing you to forget the flavours and feel the final result of the mix. DIVINE, that's it."
